product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,device_type,location
Education Fee,Python Programming Course,BYJU'S,5683.53,8.58,6.79,291,UPI,Successful,Web,Urban
Gaming Credits,Battle Pass,PUBG Mobile,325.66,36.56,37.74,11,Credit Card,Successful,Web,Urban
Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,6975.77,43.32,34.51,626,Bank Transfer,Successful,iOS,Urban
Water Bill,Commercial Property,Bangalore Water Supply,4580.01,9.89,70.85,678,UPI,Successful,Android,Urban
Water Bill,Industrial Use,Delhi Jal Board,8615.83,39.32,24.62,50,Wallet Balance,Successful,Web,Urban
Bus Ticket,Sleeper Class,Paytm Bus,3197.25,37.58,69.59,656,UPI,Successful,Android,Rural
Gas Bill,Industrial Gas Supply,Bharat Gas,95.13,33.53,33.48,929,Credit Card,Successful,Android,Urban
Gas Bill,Domestic LPG Cylinder,Gujarat Gas,2916.13,18.15,91.02,998,Wallet Balance,Successful,iOS,Urban
Food Delivery,Vegetable Biryani,Domino's,3876.27,14.58,75.95,533,Credit Card,Successful,Android,Urban
Taxi Fare,Share Ride,Rapido,9269.83,23.63,7.14,760,Wallet Balance,Successful,iOS,Urban
Internet Bill,4G Unlimited Plan,ACT Fibernet,7985.52,40.66,53.89,142,UPI,Successful,Web,Urban
Gift Card,Rs. 250 Coffee Shop Card,Amazon Pay,396.23,10.43,28.41,255,UPI,Successful,Android,Urban
Hotel Booking,Villa,Fab Hotels,1570.09,35.67,3.46,491,Bank Transfer,Successful,Web,Urban
Streaming Service,Student Offer,Amazon Prime,5877.3,14.01,0.96,704,Bank Transfer,Successful,Web,Urban
Mobile Recharge,Family Plan 999,Idea,7192.54,8.74,42.19,220,UPI,Successful,iOS,Urban
Streaming Service,Premium Plan,Netflix,5443.61,9.07,75.6,891,Wallet Balance,Successful,Android,Urban
Bus Ticket,Volvo Multi-Axle,MakeMyTrip Bus,5666.85,37.5,25.78,399,Credit Card,Successful,Web,Rural
Gas Bill,Piped Natural Gas,Bharat Gas,5370.4,46.76,58.04,697,Credit Card,Successful,iOS,Urban
Internet Bill,Business Internet Plan,Hathway,4968.01,5.97,3.93,691,Debit Card,Successful,Web,Urban
Water Bill,Commercial Property,Delhi Jal Board,7151.22,34.26,78.33,368,Wallet Balance,Successful,Android,Urban
Gaming Credits,Premium Skin,Free Fire,7065.83,26.7,64.32,468,Wallet Balance,Successful,iOS,Urban
Water Bill,Industrial Use,Bangalore Water Supply,5700.13,33.27,6.7,557,Credit Card,Successful,Android,Urban
Movie Ticket,PK,Carnival Cinemas,6943.34,49.8,64.44,744,Debit Card,Successful,Android,Urban
Internet Bill,Student Special Plan,BSNL Broadband,5639.88,22.1,13.5,92,Bank Transfer,Successful,Android,Suburban
Taxi Fare,Airport Transfer,Jugnoo,7630.02,32.2,66.55,893,UPI,Successful,Android,Urban
Gas Bill,Commercial Gas Connection,Mahanagar Gas,6750.86,28.58,19.34,848,Bank Transfer,Successful,Android,Urban
Hotel Booking,Service Apartment,Treebo,5619.74,31.18,82.08,400,Bank Transfer,Successful,iOS,Urban
Water Bill,Industrial Use,Delhi Jal Board,7839.39,40.79,79.77,995,UPI,Successful,iOS,Urban
Electricity Bill,Temporary Connection Bill,CESC,4383.88,45.9,93.68,603,UPI,Successful,Android,Urban
Food Delivery,Masala Dosa,Zomato,8247.91,5.49,87.38,670,Debit Card,Successful,Android,Suburban
Water Bill,Residential Connection,Bangalore Water Supply,3843.43,46.1,85.99,784,Bank Transfer,Successful,Android,Urban
Online Shopping,Fitness Tracker,Amazon,9196.94,44.7,21.15,896,UPI,Successful,iOS,Suburban
Education Fee,IELTS Training,Coursera,6198.02,27.58,30.02,392,UPI,Successful,Android,Urban
Electricity Bill,Commercial Bill,CESC,2359.03,20.89,5.92,969,Credit Card,Successful,Android,Urban
Hotel Booking,Service Apartment,Treebo,352.2,13.7,71.56,301,Bank Transfer,Successful,iOS,Urban
Water Bill,Commercial Property,Chennai Metro Water,3432.25,17.29,61.45,436,Credit Card,Successful,iOS,Urban
Streaming Service,Premium Plan,SonyLIV,1903.29,16.21,22.13,44,Credit Card,Successful,Android,Urban
Taxi Fare,Airport Transfer,Uber,9303.77,13.14,3.69,795,Bank Transfer,Successful,Android,Rural
Hotel Booking,Dormitory Bed,Fab Hotels,3294.33,16.67,82.9,738,Debit Card,Successful,Android,Urban
Loan Repayment,Education Loan EMI,Axis Bank,1199.89,42.9,91.03,786,UPI,Successful,Android,Suburban
Movie Ticket,PK,SPI Cinemas,7568.53,26.42,88.89,466,Bank Transfer,Successful,Android,Suburban
Loan Repayment,Business Loan Repayment,Axis Bank,9152.26,13.22,50.56,28,Credit Card,Successful,Android,Urban
Gas Bill,Auto LPG,Mahanagar Gas,9257.38,1.88,34.4,179,Wallet Balance,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,818.6,42.0,40.57,728,Wallet Balance,Successful,Android,Suburban
Electricity Bill,Commercial Bill,BSES,4064.46,13.79,18.5,414,Debit Card,Successful,Android,Urban
Water Bill,Industrial Use,Mumbai Water,651.28,22.41,94.39,234,Bank Transfer,Successful,Android,Rural
Mobile Recharge,Data Pack 50GB,Jio,6970.85,38.88,43.73,790,Debit Card,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,Grofers,6475.62,11.39,27.96,835,Wallet Balance,Successful,Web,Urban
Movie Ticket,Baahubali 2,Carnival Cinemas,841.88,31.77,27.2,113,Bank Transfer,Successful,Android,Suburban
Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,6618.8,29.95,67.69,986,Debit Card,Successful,Android,Urban
Insurance Premium,Health Insurance,HDFC Life,8460.54,5.74,44.83,647,UPI,Successful,Android,Suburban
Bus Ticket,Semi-Sleeper,AbhiBus,2396.13,19.24,36.08,948,Credit Card,Successful,Android,Urban
Movie Ticket,Avengers: Endgame,INOX,6665.29,3.99,55.15,275,Credit Card,Successful,Android,Urban
Movie Ticket,Dangal,Carnival Cinemas,4846.33,18.52,28.48,543,Debit Card,Successful,Android,Urban
Hotel Booking,Service Apartment,Airbnb,4345.77,22.4,25.48,905,Wallet Balance,Successful,iOS,Urban
Gas Bill,Auto LPG,Adani Gas,712.6,32.94,37.18,435,UPI,Successful,Web,Suburban
Food Delivery,Butter Chicken,Zomato,7489.64,15.39,76.91,181,Wallet Balance,Successful,Android,Urban
Taxi Fare,Airport Transfer,Rapido,1545.46,28.17,69.48,828,Bank Transfer,Successful,Android,Urban
Insurance Premium,Motor Insurance,Max Life,41.21,31.82,32.68,806,Wallet Balance,Successful,Android,Suburban
Gaming Credits,Premium Skin,PUBG Mobile,1401.39,48.98,74.53,348,Credit Card,Successful,Android,Suburban
Gas Bill,Industrial Gas Supply,Bharat Gas,4479.64,24.76,58.92,441,Bank Transfer,Successful,Android,Suburban
Bus Ticket,AC Seater,RedBus,4365.13,1.21,5.83,660,Debit Card,Successful,iOS,Urban
Gift Card,Rs. 5000 Luxury Card,Flipkart,3109.27,41.21,67.02,518,UPI,Successful,Android,Urban
Bus Ticket,Sleeper Class,RedBus,1610.93,17.76,76.96,735,UPI,Successful,Android,Urban
Food Delivery,Vegetable Biryani,Foodpanda,7122.0,26.27,69.32,328,Credit Card,Successful,iOS,Urban
Online Shopping,Steel Toe Shoes,Amazon,1069.99,9.19,2.79,675,Bank Transfer,Successful,iOS,Rural
Water Bill,Tanker Supply,Mumbai Water,1676.46,2.64,54.66,837,Credit Card,Successful,iOS,Urban
Bus Ticket,Volvo Multi-Axle,Goibibo,8416.09,20.67,96.69,243,Bank Transfer,Successful,Android,Urban
Taxi Fare,City Ride,Rapido,2424.38,11.16,73.03,704,Wallet Balance,Successful,Android,Urban
Rent Payment,Commercial Space Rent,NoBroker,1639.77,31.89,54.85,459,Wallet Balance,Successful,iOS,Urban
Mobile Recharge,Prepaid Plan 399,Airtel,7244.35,34.13,75.99,352,Credit Card,Successful,Android,Urban
Water Bill,Commercial Property,Hyderabad Water Board,302.88,19.93,60.31,263,Credit Card,Successful,iOS,Urban
Taxi Fare,Rental Package,Jugnoo,1422.18,12.09,63.56,67,Bank Transfer,Successful,iOS,Urban
Grocery Shopping,Dairy Milk Chocolate,Amazon Pantry,5810.65,36.46,89.94,581,Bank Transfer,Successful,iOS,Urban
Water Bill,Residential Connection,Mumbai Water,4771.31,39.31,47.02,488,Wallet Balance,Successful,Android,Suburban
Insurance Premium,Home Insurance,Max Life,8853.32,20.12,78.7,878,UPI,Successful,Android,Urban
Food Delivery,Butter Chicken,Foodpanda,7156.55,12.88,96.73,704,UPI,Successful,Android,Urban
Electricity Bill,Temporary Connection Bill,BSES,264.54,1.23,14.81,463,Bank Transfer,Successful,Android,Urban
Rent Payment,Commercial Space Rent,Housing.com,3743.95,8.0,12.84,454,Debit Card,Successful,Android,Urban
Loan Repayment,Business Loan Repayment,Bajaj Finserv,1378.38,47.86,74.95,788,UPI,Successful,iOS,Urban
Streaming Service,Student Offer,Netflix,334.14,40.83,60.78,990,Debit Card,Successful,Android,Urban
Grocery Shopping,Dairy Milk Chocolate,Grofers,4666.0,4.98,30.86,643,Wallet Balance,Failed,Web,Urban
Hotel Booking,Suite,OYO Rooms,2207.32,7.33,74.94,421,Wallet Balance,Successful,iOS,Rural
Gas Bill,Industrial Gas Supply,Bharat Gas,1161.77,12.49,21.32,407,Debit Card,Successful,iOS,Suburban
Streaming Service,Family Subscription,SonyLIV,3649.6,40.22,76.76,280,Debit Card,Successful,Android,Urban
Mobile Recharge,Family Plan 999,Airtel,7490.86,39.57,39.13,555,Credit Card,Successful,Android,Urban
Rent Payment,Co-working Space,Housing.com,2099.85,15.1,66.08,674,Credit Card,Successful,iOS,Urban
Bus Ticket,AC Seater,RedBus,1361.64,24.17,44.07,343,Bank Transfer,Successful,iOS,Urban
Internet Bill,Student Special Plan,BSNL Broadband,6210.88,8.61,3.11,774,Credit Card,Successful,iOS,Urban
Loan Repayment,Home Loan EMI,SBI,6624.61,14.29,68.14,958,Credit Card,Successful,iOS,Urban
Electricity Bill,Residential Bill,CESC,4491.06,21.1,53.28,992,Wallet Balance,Successful,Android,Urban
Grocery Shopping,Basmati Rice,BigBasket,519.0,4.71,12.6,848,Credit Card,Failed,iOS,Suburban
Rent Payment,PG Accommodation,Housing.com,408.88,4.89,73.18,525,Credit Card,Successful,Android,Urban
Rent Payment,2BHK Flat Deposit,Nestaway,9268.66,48.72,61.72,185,Credit Card,Successful,Android,Urban
Gift Card,Rs. 250 Coffee Shop Card,Lifestyle,3246.04,5.14,93.81,861,UPI,Successful,Android,Urban
Water Bill,Tanker Supply,Chennai Metro Water,189.99,35.8,63.01,596,Debit Card,Successful,iOS,Suburban
Streaming Service,Student Offer,Hotstar,7382.48,4.67,87.12,888,Wallet Balance,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,BigBasket,8073.57,41.16,74.65,152,UPI,Successful,Android,Urban
Rent Payment,Co-working Space,NoBroker,947.05,37.29,49.22,1,UPI,Successful,Android,Suburban
Taxi Fare,Airport Transfer,Meru,9262.48,12.41,37.01,442,Bank Transfer,Successful,Android,Urban
Gift Card,Rs. 500 E-Gift Card,Pantaloons,2490.7,49.59,96.41,916,Credit Card,Successful,Android,Suburban
Water Bill,Commercial Property,Chennai Metro Water,1400.16,19.57,75.36,242,UPI,Successful,Android,Urban
Water Bill,Residential Connection,Bangalore Water Supply,1037.12,11.14,85.25,431,Debit Card,Successful,iOS,Urban
Movie Ticket,Baahubali 2,INOX,8039.02,38.98,76.76,141,Credit Card,Successful,Android,Urban
Flight Booking,Delhi to Mumbai,Ixigo,7656.39,33.62,77.72,367,Debit Card,Successful,Android,Urban
Online Shopping,Wireless Earbuds,Nykaa,2618.66,25.62,19.06,63,Credit Card,Failed,iOS,Urban
Insurance Premium,Home Insurance,HDFC Life,3666.75,0.3,66.35,757,Wallet Balance,Successful,Android,Suburban
Grocery Shopping,Refined Sunflower Oil,Flipkart Supermart,7889.83,27.96,21.48,3,Wallet Balance,Successful,Android,Suburban
Mobile Recharge,Prepaid Plan 399,Idea,2998.66,12.3,34.09,990,Debit Card,Successful,Android,Urban
Insurance Premium,Motor Insurance,HDFC Life,7895.87,29.67,2.78,634,Credit Card,Successful,iOS,Urban
Grocery Shopping,Basmati Rice,Flipkart Supermart,4864.12,39.9,54.71,342,Credit Card,Successful,iOS,Suburban
Taxi Fare,Outstation Trip,Ola,9650.33,5.84,67.94,323,Bank Transfer,Successful,Android,Suburban
Food Delivery,Butter Chicken,Foodpanda,3484.8,38.6,70.34,505,UPI,Successful,iOS,Urban
Gaming Credits,Battle Pass,Roblox,3013.51,5.62,41.27,559,Bank Transfer,Successful,Web,Urban
Gas Bill,Domestic LPG Cylinder,Bharat Gas,3565.85,23.38,2.06,681,UPI,Successful,Android,Urban
Online Shopping,Wireless Earbuds,Flipkart,7053.72,22.73,40.98,780,Credit Card,Failed,Android,Rural
Mobile Recharge,Prepaid Plan 399,Idea,9500.26,37.17,97.14,550,Wallet Balance,Successful,Android,Suburban
Gaming Credits,Legendary Weapon,PUBG Mobile,6710.25,27.91,1.83,469,Bank Transfer,Successful,Android,Rural
Movie Ticket,Avengers: Endgame,Carnival Cinemas,8897.01,47.16,92.04,868,Bank Transfer,Successful,Web,Suburban
Internet Bill,4G Unlimited Plan,BSNL Broadband,7386.44,26.6,41.26,101,Credit Card,Successful,Android,Suburban
Gas Bill,Piped Natural Gas,Gujarat Gas,9468.58,11.78,67.08,532,Bank Transfer,Successful,Android,Urban
Streaming Service,Standard Plan,Netflix,6299.4,22.54,72.51,992,Wallet Balance,Successful,iOS,Rural
Rent Payment,2BHK Flat Deposit,Housing.com,1731.64,32.56,57.21,79,UPI,Successful,Android,Urban
Mobile Recharge,Annual Plan 2999,Idea,5401.66,6.95,45.84,598,Wallet Balance,Successful,Android,Urban
Insurance Premium,Motor Insurance,ICICI Prudential,5811.15,44.45,73.43,418,Bank Transfer,Successful,Web,Rural
Grocery Shopping,Dairy Milk Chocolate,BigBasket,6286.12,25.7,58.42,742,Wallet Balance,Successful,iOS,Urban
Electricity Bill,Residential Bill,BSES,2038.27,25.81,75.89,509,Wallet Balance,Successful,Android,Urban
Rent Payment,Commercial Space Rent,NoBroker,947.33,9.73,73.09,435,Credit Card,Successful,iOS,Urban
Hotel Booking,Deluxe Room,OYO Rooms,8208.39,5.07,17.02,580,Wallet Balance,Successful,Android,Urban
Education Fee,IELTS Training,Coursera,2341.99,39.08,27.54,177,UPI,Successful,iOS,Urban
Education Fee,Python Programming Course,Unacademy,3295.77,19.61,23.58,413,Credit Card,Successful,Android,Urban
Online Shopping,Wireless Earbuds,Myntra,454.12,49.28,89.21,928,Credit Card,Successful,iOS,Urban
Insurance Premium,Term Life Policy,LIC,7332.37,16.28,11.65,722,Credit Card,Successful,Android,Suburban
Bus Ticket,Volvo Multi-Axle,Paytm Bus,3703.33,15.35,0.9,60,UPI,Successful,Web,Rural
Mobile Recharge,Prepaid Plan 399,Airtel,1940.07,23.47,72.69,97,UPI,Successful,Android,Urban
Gaming Credits,Legendary Weapon,Call of Duty Mobile,7037.6,4.0,20.94,630,UPI,Successful,Android,Urban
Water Bill,Residential Connection,Chennai Metro Water,3962.05,13.31,42.41,50,UPI,Successful,iOS,Urban
Electricity Bill,Commercial Bill,BSES,2598.49,31.64,64.83,83,Credit Card,Successful,Web,Urban
Loan Repayment,Home Loan EMI,Axis Bank,8585.93,47.84,34.64,641,Credit Card,Successful,Android,Urban
Insurance Premium,Travel Insurance,ICICI Prudential,2828.11,2.41,78.65,150,Credit Card,Successful,iOS,Suburban
Hotel Booking,Suite,Airbnb,7380.8,19.14,31.48,802,Debit Card,Successful,Android,Urban
Mobile Recharge,Prepaid Plan 399,Jio,204.0,15.05,38.13,109,Debit Card,Successful,Android,Urban
Insurance Premium,Term Life Policy,HDFC Life,7737.92,31.06,25.46,871,Credit Card,Successful,iOS,Urban
Insurance Premium,Travel Insurance,SBI Life,7451.66,9.05,10.25,669,Debit Card,Successful,Android,Urban
Internet Bill,4G Unlimited Plan,Airtel Broadband,5932.7,3.08,38.52,802,Bank Transfer,Successful,Android,Urban
Internet Bill,Broadband 50Mbps Plan,Hathway,2417.11,47.02,14.78,509,Credit Card,Successful,Android,Urban
Internet Bill,Business Internet Plan,Hathway,1342.55,8.96,46.26,750,Bank Transfer,Successful,Android,Urban
Mobile Recharge,Data Pack 50GB,Idea,782.43,0.69,30.14,898,UPI,Successful,Android,Rural
Internet Bill,Business Internet Plan,Airtel Broadband,4995.84,49.11,10.49,9,Debit Card,Successful,iOS,Urban
Grocery Shopping,Whole Wheat Atta,Grofers,4757.14,47.77,70.22,727,Credit Card,Successful,Android,Urban
Insurance Premium,Motor Insurance,Max Life,6760.34,27.32,19.37,493,Credit Card,Successful,iOS,Suburban
Streaming Service,Basic Plan,Hotstar,229.49,29.2,92.64,421,UPI,Successful,Android,Urban
Education Fee,IELTS Training,Udemy,2375.65,22.99,42.35,6,UPI,Successful,Web,Urban
Food Delivery,Masala Dosa,Domino's,925.4,35.01,0.3,518,UPI,Failed,Web,Urban
Movie Ticket,3 Idiots,SPI Cinemas,542.76,26.01,85.77,820,Credit Card,Successful,Android,Urban
Movie Ticket,Dangal,INOX,1933.29,17.22,43.45,973,Debit Card,Successful,iOS,Urban
Gas Bill,Piped Natural Gas,Indraprastha Gas,7650.97,46.29,99.71,166,Credit Card,Successful,Web,Urban
Loan Repayment,Home Loan EMI,HDFC Bank,2037.03,42.64,13.15,240,UPI,Successful,Android,Urban
Flight Booking,Chennai to Hyderabad,Ixigo,3341.83,1.79,80.95,80,Wallet Balance,Successful,Android,Urban
Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,832.85,22.85,91.44,870,Wallet Balance,Successful,iOS,Rural
Gas Bill,Domestic LPG Cylinder,Indraprastha Gas,9870.36,43.39,7.98,98,Bank Transfer,Successful,Android,Urban
Online Shopping,Fitness Tracker,Amazon,9009.54,46.09,29.41,589,Bank Transfer,Successful,Web,Suburban
Grocery Shopping,Basmati Rice,Amazon Pantry,710.92,12.96,13.91,505,Bank Transfer,Successful,iOS,Urban
Taxi Fare,Rental Package,Meru,2541.03,7.7,56.73,5,Bank Transfer,Successful,Android,Urban
Education Fee,Data Science Bootcamp,Udemy,9760.06,3.18,34.49,642,UPI,Successful,Android,Urban
Online Shopping,Wireless Earbuds,Amazon,9646.98,32.34,65.63,483,Wallet Balance,Failed,Web,Suburban
Bus Ticket,Semi-Sleeper,AbhiBus,761.34,35.67,81.95,690,Bank Transfer,Successful,Android,Urban
Education Fee,MBA Entrance Prep,Unacademy,1223.24,19.94,8.52,227,Wallet Balance,Successful,Web,Suburban
Grocery Shopping,Basmati Rice,Grofers,8774.03,44.4,58.15,963,Bank Transfer,Successful,iOS,Urban
Movie Ticket,Dangal,Carnival Cinemas,4127.62,42.48,71.63,707,Bank Transfer,Successful,Android,Rural
Gaming Credits,Legendary Weapon,Call of Duty Mobile,5376.66,43.09,79.22,830,UPI,Successful,iOS,Urban
Online Shopping,Smart LED TV,Flipkart,8111.2,25.68,56.39,564,Bank Transfer,Successful,Android,Urban
Loan Repayment,Personal Loan Payment,Axis Bank,6902.23,10.18,3.98,191,Credit Card,Successful,iOS,Rural
Online Shopping,Fitness Tracker,Amazon,6518.08,38.06,61.73,982,Credit Card,Successful,Android,Urban
Internet Bill,Broadband 50Mbps Plan,Hathway,5186.16,19.66,27.13,252,Credit Card,Successful,Web,Urban
Gaming Credits,Legendary Weapon,Roblox,8890.84,39.55,32.14,199,Bank Transfer,Successful,iOS,Urban
Loan Repayment,Personal Loan Payment,SBI,3071.02,10.24,88.9,358,Bank Transfer,Successful,Android,Urban
Food Delivery,Pizza Margherita,Domino's,7066.54,38.75,14.72,924,Debit Card,Successful,Android,Urban
Hotel Booking,Suite,OYO Rooms,2726.12,30.09,9.19,548,Wallet Balance,Successful,Android,Suburban
Water Bill,Residential Connection,Chennai Metro Water,3287.8,4.16,30.92,929,UPI,Successful,Android,Urban
Water Bill,Borewell Charges,Hyderabad Water Board,1543.44,23.01,36.16,907,Credit Card,Successful,Android,Urban
Water Bill,Residential Connection,Delhi Jal Board,6877.28,4.41,79.57,305,Credit Card,Successful,Android,Urban
Movie Ticket,3 Idiots,PVR Cinemas,7500.89,3.09,61.68,919,Debit Card,Successful,Android,Urban
Rent Payment,Co-working Space,Nestaway,2216.92,43.5,66.64,934,UPI,Successful,iOS,Urban
Education Fee,Data Science Bootcamp,Unacademy,2375.81,42.79,59.92,235,Bank Transfer,Successful,iOS,Urban
Movie Ticket,PK,SPI Cinemas,9752.04,15.37,79.93,4,Debit Card,Successful,Android,Urban
Insurance Premium,Motor Insurance,ICICI Prudential,8257.55,10.99,16.06,672,Debit Card,Successful,Android,Rural
Education Fee,Digital Marketing Certification,BYJU'S,7744.92,28.4,16.62,839,Bank Transfer,Failed,Web,Rural
Bus Ticket,Sleeper Class,RedBus,1643.88,10.19,88.14,64,Credit Card,Successful,iOS,Urban
Online Shopping,Smart LED TV,Flipkart,4469.99,32.3,12.98,928,Wallet Balance,Successful,Android,Urban
Streaming Service,Premium Plan,Netflix,1911.62,16.45,63.58,346,UPI,Successful,iOS,Urban
Education Fee,MBA Entrance Prep,Udemy,2374.48,25.37,43.83,583,UPI,Successful,Android,Suburban
Movie Ticket,PK,PVR Cinemas,8436.62,8.39,41.23,786,Bank Transfer,Successful,Android,Urban
Taxi Fare,Airport Transfer,Ola,713.74,19.58,26.75,30,Bank Transfer,Successful,Android,Urban
Gift Card,Rs. 5000 Luxury Card,Shoppers Stop,6027.62,5.85,82.48,647,Credit Card,Successful,Android,Urban
Hotel Booking,Suite,MakeMyTrip,7048.74,47.34,67.1,267,Bank Transfer,Successful,Android,Rural
Gift Card,Rs. 2000 Gift Voucher,Amazon Pay,8105.22,31.88,9.41,496,Credit Card,Successful,Android,Suburban
Gift Card,Rs. 500 E-Gift Card,Flipkart,1829.27,46.69,82.2,904,Credit Card,Successful,iOS,Urban
Taxi Fare,City Ride,Jugnoo,9613.37,33.18,65.19,392,Credit Card,Successful,Android,Urban
Taxi Fare,Rental Package,Uber,2569.61,49.85,44.82,517,Credit Card,Successful,Android,Suburban
Gift Card,Rs. 500 E-Gift Card,Flipkart,2456.44,21.0,63.76,258,Credit Card,Successful,Android,Suburban
Taxi Fare,City Ride,Meru,594.33,12.39,68.93,931,UPI,Successful,Android,Suburban
Movie Ticket,Dangal,SPI Cinemas,4914.41,9.5,84.79,441,Credit Card,Successful,Android,Urban
Gas Bill,Piped Natural Gas,Adani Gas,5533.17,38.1,70.12,923,UPI,Successful,iOS,Urban
Bus Ticket,Volvo Multi-Axle,AbhiBus,801.47,8.11,0.97,621,Bank Transfer,Successful,iOS,Urban
Internet Bill,Student Special Plan,Jio Fiber,8450.45,32.24,86.07,285,Credit Card,Successful,Android,Urban
Flight Booking,Chennai to Hyderabad,Yatra,2569.86,31.27,68.62,781,Wallet Balance,Successful,iOS,Suburban
